Container,CPU Utilisation,Memory Utilisation,Iteration
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
jdk05-05-1-02,1622.0,59.0,14.0
jdk05-05-1-01,1624.0,57.0,14.0
