Container,CPU Utilisation,Memory Utilisation,Iteration
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,10042.0,330.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
jdkf-01,2190.0,38.0,5.0
